Data;Bond_Corporate_Eur_R;Bond_Aggregate_RMB_R;Bond_Aggregate_RMB_RD;Bond_Aggregate_EUR_R;Global_Bond_R;Bond_Flexible_R;Bond_Flexible_RD;Absolute_High_Yield_R;Global_Multi_Credit_R;SLJ_Local_Emerging_Markets_Debt_R;Bond_High_Yield_R;Bond_Emerging_Markets_R;Bond_Inflation_Linked;Bond_Emerging_Markets_RH;Bond_Corporate_EUR_Short_Term;II_Euro_Bond_R;II_Emerging_Bond_Total_Return_R;II_Emerging_Bond_Total_Return_RD;II_Emerging_Bond_Total_Return_Enhanced_R;Euro_Emerging_Markets_Bonds_R;Green_Euro_Credit_R;Active_Allocation_R;Flexible_Multistrategy_R;Conservative_Allocation_R;Conservative_Allocation_RD;II_Q-Flexible_R;Sustainable_Multiasset_R;Italian_Equity_Opportunities_R;Equity_Italy_Smart_Volatility_R;Equity_World_Smart_Volatility_R;Equity_World_Smart_Volatility_RH;Equity_Emerging_Markets_Smart_Volatility_R;Equity_China_Smart_Volatility_R;Equity_Emerging_Markets_New_Frontiers_R;Equity_Small_Mid_Cap_Europe;Top_European_Research_R;Equity_USA_R;Equity_USA_RH;Equity_China_A;Equity_Japan_R;II_Euro_Q-Equity_R;Sustainable_Global_Equity_R
24/12/2021;105.45;126.72;119.16;109.38;111.12;103.35;96.69;96.69;101.09;103.52;242.37;390.39;151.59;354.83;67.16;181.46;131.18;97.3;97.89;97.96;98.97;121.8;99.53;113.56;108.09;164.78;101.72;139.32;119.63;133.7;112.96;225.43;131.28;143.88;894.94;135.05;223.65;190.94;142.65;116.54;154.98;144.78
27/12/2021;105.35;127.03;119.45;109.27;111.15;103.39;96.72;96.72;101.06;103.72;242.43;390.46;151.13;355.21;67.13;181.29;131.25;97.36;97.99;97.96;98.89;122.08;99.53;113.71;108.24;165.56;101.97;140.51;120.51;134.93;114.09;227.08;131.18;145.02;899.85;135.6;226.47;193.5;142.8;117.23;155.75;146.26
28/12/2021;105.33;126.51;118.96;109.28;111.37;103.35;96.69;96.69;101.1;103.89;242.5;391.16;151.18;355.13;67.13;181.38;131.27;97.37;97.96;97.94;98.87;122.17;99.63;113.82;108.34;165.78;102.15;141.56;121.41;135.45;114.33;225.41;128.94;145.44;905.23;136.51;226.47;193.11;140.05;116.25;156.71;146.25
29/12/2021;105.21;126.71;119.15;108.95;110.74;103.35;96.68;96.68;101.15;103;242.56;389.45;150.52;355.25;67.13;180.77;131.2;97.32;97.9;97.94;98.77;122.12;99.55;113.9;108.42;165.85;102.12;141.16;121.07;135.23;114.56;225.7;128.9;144.64;908.91;136.39;225.64;193.32;141.03;115.54;156.22;146.54
30/12/2021;105.18;126.41;118.86;108.91;110.97;103.36;96.69;96.69;101.17;103.3;242.64;391.04;150.72;356;67.13;180.62;131.24;97.35;97.88;97.96;98.74;122.04;99.58;113.85;108.37;165.73;102.05;141.12;121.09;135.01;114.2;225.7;131.87;144.49;910.21;136.55;225.26;192.61;141.3;115.54;156.55;146.16
31/12/2021;105.15;126.41;118.86;108.87;110.76;103.31;96.65;96.65;101.13;102.9;242.59;389.42;150.66;355.79;67.12;180.54;131.17;97.29;97.79;97.9;98.7;121.96;99.58;113.78;108.3;165.36;101.92;141.12;121.09;134.52;114.08;228.87;131.93;145.1;908.5;136.27;223.83;192.08;141.3;115.54;156.2;145.88
03/01/2022;104.95;127.19;119.59;108.69;110.96;103.3;96.64;96.64;101.32;103.39;242.57;391.04;150.29;354.76;67.1;180.2;131.33;97.41;98.04;97.99;98.57;122.64;99.75;113.96;108.47;166.09;102.02;142.27;122.48;135.18;114.07;229.24;131.31;145.9;914.52;136.84;226.6;193.08;140.64;117.03;157.37;146.02
04/01/2022;105.02;126.93;119.35;108.73;110.67;103.24;96.58;96.58;101.34;103.06;242.87;390.47;150.88;354.83;67.1;180.16;131.17;97.29;97.99;97.95;98.61;122.85;99.96;114.17;108.67;166.45;102.27;143.52;123.51;135.37;114.35;226.74;128.02;147.27;920.2;138.18;225.67;192.58;138.77;118.24;158.61;146.2
05/01/2022;105.05;127.12;119.53;108.7;110.47;103.17;96.52;96.52;101.38;102.98;242.97;388.03;150.55;353.37;67.12;179.95;131.02;97.18;97.84;97.9;98.65;122.25;99.83;114.03;108.54;165.17;101.98;143.99;124.14;133.33;112.85;226.11;128.55;143.74;921.95;138.23;220.2;188.37;137.69;116.88;159.4;143.86
06/01/2022;104.86;126.68;119.12;108.48;110.36;103.09;96.45;96.45;101.28;102.94;242.58;387.08;149.44;351.27;67.07;179.73;130.79;97.01;97.61;97.55;98.55;122.26;99.79;113.82;108.33;164.48;101.72;141.78;122.1;132.96;112.26;225.83;130.07;144.39;908.2;136.62;220.71;188.12;137.76;116.71;157.39;143.2
07/01/2022;104.77;126.97;119.39;108.36;109.96;102.97;96.33;96.33;101.27;102.66;242.4;384.47;149.32;350.45;67.06;179.49;130.81;97.03;97.61;97.49;98.49;122.29;99.79;113.66;108.19;164.23;101.4;141.37;121.77;131.75;111.65;228.22;132.21;144.39;904.79;136.35;218.47;187.08;138.24;116.71;157.13;142.44
10/01/2022;104.65;126.79;119.22;108.32;110.14;102.93;96.29;96.29;101.17;102.75;242.01;383.83;149.49;349;67.03;179.57;130.69;96.94;97.45;97.23;98.37;122.28;99.74;113.44;107.97;163.22;101.39;138.9;120.47;131.23;110.98;228.76;131.72;143.71;885.26;134.15;218.81;186.89;136.71;117.13;154.7;142.37
11/01/2022;104.56;126.01;118.49;108.17;110.11;102.94;96.31;96.31;101.07;103;241.95;383.46;149.34;349.29;67.02;179.36;130.73;96.97;97.44;97.17;98.27;122.64;99.84;113.56;108.09;164.46;101.62;140.01;121.21;131.87;111.69;231.08;134.72;143.52;894.19;135.14;220.7;188.84;137.35;118.61;156.17;143.47
12/01/2022;104.67;125.73;118.22;108.4;109.83;102.96;96.33;96.33;101.03;102.82;242.09;380.6;149.83;349.06;67.04;179.78;130.65;96.91;97.38;97.17;98.34;122.77;100;113.66;108.18;165.15;101.68;141.16;122.25;131.61;111.96;230.98;133.57;143.84;899.88;136.23;219.62;189.2;134.51;118.46;157.13;143.91
13/01/2022;104.72;126.35;118.81;108.57;109.68;102.97;96.34;96.34;100.91;102.46;242.12;378.75;149.84;348.56;67.05;180.24;130.49;96.79;97.21;97.06;98.38;122.2;99.79;113.59;108.12;164.03;101.52;141.48;122.55;130.03;110.85;230.66;132.69;142.95;899.45;136.11;215.07;185.95;133.78;117.45;157.32;142.32
14/01/2022;104.47;126.67;119.11;108.33;109.64;102.85;96.22;96.22;100.89;102.54;241.74;376.96;149.67;346.12;67.02;179.82;130.27;96.62;96.94;96.71;98.11;122.29;99.82;113.53;108.06;163.57;101.25;140.27;121.33;129.79;110.44;230.48;132.24;143.22;886.62;134.62;216.13;186.4;135.19;117.69;155.97;141.83
17/01/2022;104.33;127.39;119.79;108.16;109.67;102.8;96.17;96.17;100.81;102.76;241.55;376.57;149.48;344.86;67;179.61;129.99;96.42;96.77;96.36;97.98;122.32;99.85;113.61;108.13;163.88;101.39;141.12;121.88;129.79;110.44;229.65;132.7;142.03;891.36;135.54;216.13;186.4;137;117.82;156.82;141.83
18/01/2022;104.2;127.63;120.02;108.08;109.87;102.67;96.05;96.05;100.81;102.8;240.91;376.19;149.48;342.71;66.97;179.46;130.07;96.48;96.57;96.16;97.86;121.73;99.65;113.31;107.85;161.99;100.8;139.63;120.83;128.97;109.11;227.72;132.3;141.42;879.07;134.16;213.56;182.7;136.51;114.76;155.41;139.64
19/01/2022;104.16;127.87;120.24;107.99;109.95;102.67;96.05;96.05;100.8;103.2;240.87;377.64;149.23;344.09;66.97;179.35;130.26;96.62;96.71;96.09;97.85;121.27;99.42;113.13;107.68;161.24;100.4;139.28;120.54;128.1;108.35;230.41;135.98;141.42;880.6;134.27;211.58;181.04;138.04;116.24;155.56;138.66
20/01/2022;104.24;128.1;120.45;108.13;110.2;102.65;96.04;96.04;100.83;103.8;240.9;379.12;149.3;345.5;66.98;179.65;130.28;96.63;96.9;96.19;97.91;121.1;99.44;113.02;107.58;160.64;100.28;140.29;121.43;127.52;107.79;229.67;136.07;141.7;884.73;135.04;209.53;179.32;137.1;116.18;156.16;137.75
21/01/2022;104.33;128.92;121.23;108.22;110.23;102.59;95.98;95.98;100.74;103.62;240.58;380.27;149.15;346.53;66.99;179.96;130.15;96.54;96.82;96.28;98.01;120.14;98.99;112.44;107.02;158.38;99.74;137.69;119.24;125.47;106.09;227.43;134.09;141.11;865.84;132.76;205.47;175.81;137.73;116.79;153.45;135.43
24/01/2022;104.32;129.53;121.8;108.27;110.33;102.43;95.83;95.83;100.49;103.21;239.72;378.87;149.22;344.14;66.97;180.15;129.95;96.39;96.61;96.06;98.01;119.76;98.66;111.88;106.49;156.47;99.33;132.16;114.85;125.05;105.55;224.93;131.85;138.51;829.02;127.55;206.54;176.13;134.88;115.39;147.45;134.96
25/01/2022;104.14;129.38;121.66;108.14;110.5;102.33;95.74;95.74;100.48;103.55;239.34;380.19;149.4;344.27;66.95;179.77;129.94;96.38;96.58;95.98;97.84;119.55;98.68;111.75;106.37;155.94;99.18;132.18;115.01;124.2;104.53;225.09;131.59;140.34;830.34;128.38;204.1;173.49;136.19;114.75;148.37;133.74
26/01/2022;104.2;129.97;121.61;108.08;110.36;102.35;95.42;95.42;100.69;103.6;239.81;379.76;149.35;344.14;66.97;179.47;130.02;95.94;96.75;96.1;97.89;119.66;98.8;111.91;106.36;156.66;99.17;135.46;117.48;124.13;104.56;224.52;129.27;140.64;847.51;130.65;203.96;173.5;133.72;112.52;151.18;133.89
27/01/2022;104;129.77;121.43;108.06;111.09;102.26;95.32;95.32;100.7;104.66;239.16;385.84;149.51;345.57;66.92;179.89;130.25;96.11;97.09;96.17;97.75;119.65;98.76;111.76;106.23;156.46;99.09;136.62;118.61;124.53;103.99;224.23;127.3;141.24;851.45;131.64;205.17;172.4;131.69;114.73;151.93;132.83
28/01/2022;103.75;129.77;121.43;107.94;110.91;102.09;95.17;95.17;100.53;103.97;238.28;385.26;149.92;345.55;66.86;179.77;130.37;96.2;97.13;96.07;97.49;120.22;98.78;111.92;106.38;157.77;99.11;134.98;117.44;126.18;105.55;225.39;128.77;141.2;843.44;130.32;209.77;176.61;131.69;115.08;150.79;134.7
31/01/2022;103.44;129.77;121.43;107.67;110.63;102.12;95.2;95.2;100.41;104.37;237.62;383.96;150.38;345.72;66.81;179.6;130.45;96.26;97.2;95.97;97.25;121.09;99.08;112.54;106.96;159.73;99.43;136.12;118.33;127.86;107.29;225.39;128.77;141.65;852.18;131;213.18;180.24;131.69;114.69;151.9;136.79
01/02/2022;103.38;129.77;121.43;107.44;110.44;102.26;95.33;95.33;100.45;104.45;237.85;382.75;149.93;345.78;66.81;179.17;130.44;96.25;97.12;95.94;97.17;121.37;99.15;112.75;107.16;160.73;99.73;138.35;119.8;128.5;108.02;225.39;128.77;142.42;861.97;132.75;214.12;181.65;131.69;116.13;153.66;137.56
02/02/2022;103.4;129.77;121.43;107.42;110.19;102.28;95.34;95.34;100.52;104.06;238.26;382.63;149.74;347.13;66.82;179.32;130.5;96.29;97.17;96.02;97.21;121.54;99.26;113.01;107.42;161.58;100.05;138.97;120.35;129.06;108.83;222.95;128.77;142.21;868.52;133.53;215.08;183.23;131.69;113.84;154.15;138.67
03/02/2022;102.75;129.77;121.43;106.72;109.12;102.14;95.22;95.22;100.42;103.12;237.08;377.61;147.99;346.23;66.68;178.04;130.37;96.2;96.96;95.64;96.63;120.62;98.85;112.24;106.68;159.2;99.16;137.05;119;125.39;106.72;224;129.45;140.74;852.12;131.15;207.43;178.59;131.69;114.1;151.98;136.14
04/02/2022;101.83;126.43;118.3;106.01;108.41;101.77;94.87;94.87;100.01;102.3;234.58;374.7;147.25;344.34;66.45;177.11;130.23;96.1;96.77;95.01;95.76;120.73;98.92;111.76;106.23;159.1;98.78;134.79;116.95;125.41;107.07;223.91;129.67;140.51;839.31;129.43;208.37;179.79;131.2;114.23;150.01;135.91
07/02/2022;101.31;126.53;118.39;105.5;108.32;101.56;94.68;94.68;99.6;102.48;232.81;373.63;146.53;343.43;66.31;176.45;130.1;96;96.65;94.41;95.25;120.39;98.86;111.39;105.88;158.95;98.79;133.5;115.57;125.37;106.99;223.4;128.21;140.92;842.28;130.55;207.58;179.15;130.96;114.28;150.84;135.8
08/02/2022;101.29;126.57;118.43;105.17;108.2;101.67;94.78;94.78;99.66;102.71;233.27;373.28;146.25;342.35;66.33;175.8;130.03;95.95;96.58;93.96;95.23;120.87;99.03;111.72;106.19;159.72;99.17;133.54;115.76;126.36;107.67;226.86;131.25;141.37;840.74;130.57;210.1;180.91;132.27;114.85;151.21;136.83
09/02/2022;101.7;126.11;118;105.48;108.43;101.83;94.93;94.93;99.79;103.05;234.2;374.31;146.86;343.54;66.43;176.44;130.16;96.04;96.73;94.15;95.57;121.67;99.26;112.31;106.75;161.7;99.83;137.25;118.71;128.1;109.16;228.3;132.36;142.22;859.74;132.68;213.16;183.66;131.88;114.39;153.83;139.02
10/02/2022;101.38;126.59;118.45;105.09;107.95;101.59;94.7;94.7;99.94;103.12;233.85;371.46;146.17;342.03;66.38;175.48;129.77;95.76;96.48;93.99;95.21;121.46;99.21;112.06;106.52;160.5;99.17;137.53;119.16;126.01;107.7;228.69;132.38;141.63;858.6;132.8;208.68;180.41;131.24;114.39;153.89;136.92
11/02/2022;101.17;127.68;119.47;104.8;108.2;101.27;94.4;94.4;99.72;103.37;233.19;373.64;145.93;342.13;66.33;175.12;129.77;95.75;96.5;93.55;94.99;120.77;99.09;111.48;105.96;158.74;98.74;137;118.33;125.05;106.41;227.28;131.06;141.41;851.27;131.75;205.52;176.69;130.39;115.01;152.71;134.75
14/02/2022;100.95;127.36;119.17;104.71;108.64;101.06;94.21;94.21;99.52;103.84;232.01;373.71;146.28;339.33;66.26;175.15;129.45;95.52;96.22;93.14;94.75;120.35;98.99;111.1;105.6;157.21;98.41;134.16;115.97;124.89;105.54;226.73;130.16;140.59;835.6;129.37;206.56;176.04;131.25;113.53;149.31;133.69
15/02/2022;100.94;127.5;119.3;104.57;108.27;101.19;94.33;94.33;99.64;104.05;232.39;372.8;145.95;339.94;66.28;174.81;129.54;95.59;96.33;93.1;94.75;121.08;99.13;111.72;106.19;159.15;98.84;137.08;118.22;126.07;106.92;229.44;132.32;141.54;847.28;131.08;209.37;179.2;132.02;115.53;151.92;135.77
16/02/2022;101.07;127.44;119.25;104.78;108.53;101.28;94.42;94.42;99.72;104.29;232.87;373.86;146.48;341.14;66.3;175.26;129.73;95.73;96.53;93.16;94.82;121.19;99.25;111.69;106.16;159.2;99.1;137.09;118.22;126.1;106.93;230.37;132.83;141.45;849.13;131.13;209.77;179.67;132.48;114.99;151.69;136.09
17/02/2022;101.25;128.03;119.8;105.07;108.67;101.24;94.38;94.38;99.68;104.22;232.89;372.92;146.96;340.39;66.34;175.78;129.66;95.67;96.43;93.03;94.99;120.41;98.99;111.26;105.76;157.51;98.5;135.74;117.17;124.06;105.17;228.43;131.17;141.46;844.39;130.57;204.58;175.27;133.6;114.57;151.05;133.52
18/02/2022;101.34;127.76;119.54;105.16;109.01;101.2;94.34;94.34;99.63;104.54;232.74;373.58;147.18;340.17;66.35;175.99;129.68;95.69;96.46;92.94;95.05;120.11;98.95;111.04;105.54;156.7;98.34;134.91;116.6;123.39;104.41;227.19;129.41;140.87;837.9;129.75;203.28;173.72;133.01;114.41;150.1;132.45
21/02/2022;101.09;127.57;119.37;104.9;108.97;101.09;94.24;94.24;99.49;104.5;232.26;372.66;147.03;339.16;66.27;175.54;129.47;95.54;96.22;92.69;94.78;119.95;98.82;110.68;105.2;155.79;98.11;132.28;114.48;123.39;104.41;223.35;127.05;139.84;823.33;128.25;203.28;173.72;131.29;112.87;147.04;132.45
22/02/2022;100.68;128.09;119.85;104.67;108.8;100.9;94.06;94.06;99.32;104.3;231.47;371.76;147.22;338.29;66.2;175.43;129.18;95.32;95.91;92.26;94.3;119.45;98.59;110.46;104.99;154.85;97.56;132.15;114.57;122.11;103.23;223.92;127.54;139.01;823.79;128.22;201.71;172.26;132.86;112.87;146.64;130.92
23/02/2022;100.73;130.72;122.32;104.8;108.82;100.67;93.85;93.85;99.25;104.16;231.69;367.85;148.05;334.4;66.19;175.72;128.73;94.99;95.5;91.59;94.33;118.9;98.36;110.19;104.74;153.52;97.07;131.46;114.05;120.67;101.91;221.03;125.76;139.08;820;128.04;198.03;168.95;132.29;112.87;146.19;129.17
24/02/2022;100.4;129.36;121.04;104.94;109.92;100.38;93.57;93.57;98.7;103.7;229.55;366.36;150.39;326.63;66.07;176.62;126.71;93.5;93.85;89.17;93.82;118.22;98.2;109.47;104.05;152.21;96.66;126.76;109.8;122.81;102.23;217.22;124.61;135.5;790.56;123.6;205.05;171.72;132.2;112.13;139.93;129.45
25/02/2022;100.39;129.62;121.29;104.53;109.02;100.69;93.86;93.86;98.75;103.7;230.56;366.38;149.25;330.69;66.12;176.07;126.44;93.3;93.43;90.15;93.81;119.02;98.51;110.52;105.05;155.37;97.51;131;113.51;124.3;104.45;217.5;124.98;135.2;816.12;127.88;206.82;175.21;132.88;113.22;144.82;132.3
28/02/2022;100.69;130.64;122.24;105.11;109.55;100.41;93.6;93.6;98.6;101.35;229.19;362.11;150.72;326.28;66.16;176.98;124.77;92.07;93.11;88.31;94.1;118.39;98.19;110.23;104.77;154.48;97.2;129.61;112.03;124.54;104.46;220.71;126.93;133.86;819.54;127.49;206.51;174.77;134.86;114.96;142.82;131.86
01/03/2022;101.75;130.62;122.22;106.93;111.09;100.6;93.78;93.78;98.84;102.2;229.27;363.7;155.33;324.83;66.33;180.14;121.58;89.71;90.72;87.59;95.1;117.57;98.15;109.59;104.17;152.12;96.98;124.67;107.85;123.75;103;218.17;126.93;134.07;800.76;124.77;204.6;171.67;134.85;114.94;137.6;129.64
02/03/2022;101.21;131.41;122.96;106.14;110.95;100.4;93.59;93.59;98.6;102.13;228.9;362.57;154.91;321.36;66.21;178.79;120.88;89.19;89.97;87.33;94.47;117.79;98.14;109.84;104.4;153.12;97.51;125.6;108.55;125.87;104.27;217;125.87;133.07;804.77;126.2;209.73;174.87;134.3;112.69;138.83;131.21
03/03/2022;101.24;131.2;122.76;106.11;111.05;100.34;93.54;93.54;98.55;102.92;228.67;363.64;154.97;322.13;66.22;178.67;120.76;89.11;90.11;87.07;94.52;117.21;98.05;109.58;104.15;152.18;97.36;122.07;105.97;125.6;103.94;217.18;124.84;134.2;785.87;123.76;208.28;173.53;133.89;114.01;136.05;130.36
04/03/2022;101.51;132.95;124.4;106.91;112.57;100.17;93.38;93.38;98.5;103.35;227.64;364.15;157.36;317.88;66.22;179.66;120.33;88.79;89.64;86.71;94.85;116.46;97.79;108.88;103.49;149.65;97.1;114.94;99.91;125.83;102.85;215.41;122.91;133.78;755.27;119.76;209.05;171.84;133.37;114.56;129.38;128.54
07/03/2022;100.68;133.55;124.97;106.62;112.37;99.56;92.81;92.81;98.05;102.54;225.44;361.43;159.39;313.92;65.98;179.5;119.62;88.27;89.07;86.28;94.02;114.89;97.18;107.75;102.42;147.04;95.78;113.15;98.62;123.35;100.46;209.79;118.64;132.1;741.27;118.28;203.2;166.07;129.4;111.24;127.32;124.8
08/03/2022;100.09;133.62;125.02;105.84;111.58;99.42;92.68;92.68;97.8;101.98;224.92;360.54;159.35;313.12;65.89;178.58;119.04;87.85;88.67;85.76;93.51;114.8;97.09;107.42;102.11;146.32;95.42;114.11;99.55;121.74;99.2;207.81;116;131.79;733.24;117.63;201.66;164.81;126.64;109.34;126.74;123.79
09/03/2022;99.92;131.42;122.97;105.04;110.18;99.87;93.1;93.1;97.82;102.23;225.8;358.06;155.88;316.23;65.92;177.44;119.47;88.17;88.94;86.04;93.34;115.71;97.38;108.41;103.04;150.16;95.96;121.46;105.8;123;101.62;206.25;114.1;132.57;769.04;123.31;204.47;169.83;123.92;107.64;135.72;127.35
10/03/2022;99.66;131.58;123.12;104.42;109.99;99.62;92.86;92.86;97.88;102.06;225.85;359.56;153.35;316.71;65.84;176.18;119.41;88.12;89.04;86.15;92.99;115.7;97.16;107.93;102.59;149.22;95.65;117.08;101.79;122.65;101.1;208.69;114.54;132.39;758.76;121.14;204.5;169.45;126.09;111.89;132.2;126.71
11/03/2022;99.73;132.18;123.68;104.65;110.41;99.41;92.67;92.67;98.02;102.31;225.91;362.08;154.65;317.42;65.84;176.83;119.64;88.29;89.44;86.27;93.11;115.15;97.07;107.74;102.41;148.53;95.37;118.51;102.81;121.94;100.08;206.39;111.32;133.05;767.95;122.12;203.15;167.42;126.17;109.89;133.38;125.69
14/03/2022;99.28;131.43;122.97;103.88;109.48;99.39;92.66;92.66;97.94;101.96;225.29;360.06;153.84;315.88;65.77;175.58;119.66;88.3;89.51;86.26;92.78;114.81;96.98;107.54;102.21;148.9;95.06;120.84;104.59;121.26;99.75;201.02;103.27;132.27;779.67;123.59;201.51;166.22;120.95;109.43;135.98;125.48
15/03/2022;99.39;130.86;122.44;104.01;109.37;99.56;92.81;92.81;97.84;101.65;224.51;360.44;153.14;316.06;65.78;175.77;119.72;88.34;89.38;86.29;92.86;115.12;97.21;107.9;102.56;150.13;95.67;120.58;104.65;122.92;101.15;196.29;97.23;131.76;773.9;123.28;206.12;170.07;115.43;110.67;136.04;127.42
16/03/2022;99.35;131.34;122.89;103.73;109.38;100.35;93.54;93.54;97.95;102.5;225.61;364.65;152.26;320.28;65.82;175.54;120.37;88.83;90.14;87.08;92.78;116.46;98.06;108.88;103.49;152.89;96.98;124.62;107.63;125.36;103.28;204.58;109.66;132.76;800.07;127.02;210.63;174.12;120.43;111.81;141.12;130.5
17/03/2022;99.55;130.04;121.67;103.87;108.84;100.42;93.61;93.61;98.04;102.26;226.93;362.53;152.48;321.96;65.88;175.63;120.83;89.16;90.2;87.59;92.88;117.01;98.03;109.16;103.76;153.83;97.19;124.45;107.23;126;104.62;209.72;115.28;132.17;804.33;127.93;210.97;176.14;122.35;113.13;141.12;131.82
18/03/2022;99.65;130.43;122.03;104.01;109.41;100.42;93.62;93.62;98.08;102.51;227.44;365.19;152.95;322.51;65.9;175.79;121;89.29;90.47;87.67;92.99;117.54;98.36;109.52;104.1;154.96;97.8;124.97;107.49;127.96;105.75;211.09;115.59;133.29;812.9;129.09;214.83;178.39;123.85;113.57;141.79;133.27
21/03/2022;99.35;130.51;122.1;103.46;108.85;99.92;93.15;93.15;98.21;102.31;227.94;362.42;152.42;320.08;65.87;174.65;120.78;89.13;90.39;87.59;92.61;117.45;98.22;109.33;103.92;154.65;97.55;124.93;107.74;128.03;105.76;209.89;113.89;134.65;812.21;128.96;214.48;178.12;123.77;113.57;141.42;133.01
22/03/2022;99.2;130.68;122.26;103.15;108.57;99.73;92.97;92.97;98.04;102.35;227.68;361.22;152.75;318.24;65.81;174.51;120.55;88.96;90.14;87.27;92.45;117.88;98.47;109.41;103.99;155.95;98.06;126.13;108.72;129.51;106.82;213.3;118.16;135.38;817.17;130.25;217.58;180.24;123.89;113.98;142.68;134.24
23/03/2022;99.39;130.54;122.13;103.43;109.02;99.61;92.86;92.86;98.07;102.64;227.71;362.62;154.06;318.86;65.83;174.97;120.39;88.84;90.15;87.18;92.63;117.75;98.34;109.14;103.74;154.89;97.65;124.82;107.73;128.54;105.82;214.95;119.61;134.89;808.29;129.08;215.12;177.86;124.25;116.09;140.73;132.39
24/03/2022;99.16;130.66;122.25;103.08;108.75;99.55;92.8;92.8;97.97;102.64;227.35;361.55;154.11;318.09;65.79;174.59;120.31;88.78;90.18;86.99;92.36;118.13;98.42;109.31;103.9;155.51;97.94;124.61;107.93;129.49;106.68;214.53;118.21;134.64;801.69;128.85;218.6;180.84;123.89;115.25;140.1;133.78
25/03/2022;98.97;131.03;122.59;102.86;108.78;99.46;92.71;92.71;98.06;102.94;227.15;362.07;153.69;317.86;65.74;174.28;120.35;88.81;90.2;87.04;92.16;118.21;98.49;109.33;103.92;155.79;98.09;125.34;108.62;130.23;107.07;212.65;114.63;135.48;800.81;129.05;219.93;181.56;121.73;115.67;140.24;133.99
28/03/2022;99.03;131.17;122.72;102.81;108.49;99.58;92.83;92.83;97.97;102.65;227.01;363.87;153.65;319.05;65.73;174.3;120.48;88.91;90.43;87.23;92.24;118.31;98.55;109.44;104.02;156.55;98.04;126.04;109.23;131;107.73;212.31;115.98;134.7;802.81;129.28;221.81;182.88;121.32;114.09;141.19;134.91
29/03/2022;99.1;129.76;121.4;102.5;107.7;100.17;93.38;93.38;97.88;102.77;227.78;363.13;153.24;322.24;65.75;173.92;120.89;89.21;90.49;87.6;92.36;118.7;98.76;109.83;104.4;158.43;98.49;129.23;111.21;131.28;109;211.8;116.05;134.91;819;131.53;221.62;184.92;119.32;114.45;145.29;136.67
30/03/2022;99.06;129.62;121.27;102.46;107.64;100.17;93.38;93.38;97.87;102.84;228.07;362.67;153.58;323.58;65.72;173.84;120.97;89.27;90.57;87.61;92.3;118.63;98.48;109.61;104.19;157.71;97.96;128.99;111.65;130.13;108.48;213.34;117.35;133.95;813.47;131.18;218.98;183.72;122.12;113.53;143.5;135.47
31/03/2022;99.46;130.28;121.88;103.04;108.2;100.18;93.39;93.39;98.02;103.18;228.28;364.75;153.96;324.29;65.81;174.58;121.39;89.58;90.99;87.79;92.6;118.1;98.33;109.25;103.84;156.25;97.41;126.9;110.41;128.89;107.11;212.66;115.77;134.41;805.94;130.05;216.65;181.16;121.62;113.01;141.6;133.76
01/04/2022;99.44;130.93;122.5;102.91;108.65;100.16;93.37;93.37;98.06;103.83;228.31;367.09;153.67;323.76;65.8;174.14;121.13;89.39;90.83;87.8;92.64;118.31;98.54;109.18;103.77;156.53;97.63;127.55;111.12;130.04;107.38;215.07;117.83;135.9;808.59;130.62;219.19;181.78;123.54;112.58;141.99;134.31
04/04/2022;99.63;130.93;122.5;103.15;109.19;100.35;93.54;93.54;98.13;104.77;228.57;369.4;154.75;324.6;65.82;174.44;121.55;89.7;91.2;87.96;92.85;118.75;98.79;109.47;104.05;157.08;98.1;127.65;111.24;131.45;108.14;218.17;121.61;137.01;814.19;131.59;221.64;183.15;123.54;113.45;142.71;135.09
05/04/2022;99.16;130.93;122.5;102.43;109.14;99.78;93.02;93.02;98.2;104.67;228.45;368.91;154.13;322.41;65.75;173.04;120.32;88.79;90.71;87.7;92.3;118.4;98.56;109.07;103.67;156.13;97.55;126.76;110.61;130.95;107.2;218.34;121.61;138.63;814.6;131.75;219.77;180.62;123.54;113.08;141.36;134.05
06/04/2022;98.92;132.29;123.77;102.14;108.8;99.4;92.66;92.66;98.06;104.18;227.52;367.07;153.87;320.2;65.7;172.43;119.8;88.41;90.35;87.27;92.12;117.95;98.18;108.67;103.29;154.86;97.07;124.13;108.39;129.89;106.26;215.46;119.51;138.86;798.56;129.77;217.7;178.58;124.33;111.4;138.34;132.7
07/04/2022;98.72;132.52;123.98;101.95;108.66;99.23;92.5;92.5;97.98;103.6;227.09;366.76;153.45;319.63;65.64;172.17;119.57;88.24;90.36;87.17;91.95;117.87;98;108.73;103.35;154.88;96.9;123.44;107.9;130.37;106.65;213.03;117.28;138.44;797.43;129.57;218.68;179.25;123.11;109.85;137.76;133.02
